rank,har_id,har_alt_id,chrom,start,end,width,phylop_mean,phylop_max,gene,gene_distance,gene_confidence,gene_conf_num,gene_n_disorders,gene_assignment_method,plac_gene,plac_type,plac_atac,gwas_trait,gwas_snp,gwas_pval,gwas_distance,gwas_mapped_trait,gwas_study,gwas_pubmed,brain_dnase_overlap,brain_dnase_peak,temporal_gene,gene_peak_pcw,gene_midfetal_frac,gene_in_midfetal,score_constraint,score_acceleration,score_gene,score_disease,score_brain,score_temporal,score_motif,contrib_constraint,contrib_acceleration,contrib_gene,contrib_disease,contrib_brain,contrib_temporal,contrib_motif,total_score
84,HAR_2260,HARsv2_2148;ZOOHAR.260,chr4,146981102,146981320,218,3.741477213868307,8.892999649047852,SLC10A7,459162,definitive,5,1,plac_linked,SLC10A7,distal,True,Educational attainment,rs1437261,1e-11,5701,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,SLC10A7,9.0,0.5072543013004345,False,0.4983613478374713,0.5617197556392144,0.690838,0.1698312,0.2,0.5072543013004345,0.0,0.08970504261074483,0.03932038289474501,0.15198435999999999,0.037362863999999996,0.026000000000000002,0.06594305916905649,0.0,0.41031570867454636
85,HAR_1642,HARsv2_1558,chr2,199623750,199624194,444,2.003225339172881,8.854000091552734,SATB2,162227,definitive,5,1,nearest_tss,,,,Educational attainment (years of education),rs12693889,5e-10,14815,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,SATB2,24.0,0.9227712176856834,True,0.17868574018514444,0.7065410847291023,0.837773,0.07578479240467012,0.0,0.9227712176856834,0.0,0.032163433233325996,0.04945787593103716,0.18431006,0.016672654329027425,0.0,0.11996025829913884,0.0,0.40256428179252945
86,HAR_2983,HARsv2_2845,chr8,91008632,91009122,490,1.7314374542465303,8.890000343322754,OTUD6B,61222,strong,4,1,plac_linked,OTUD6B,distal,False,Educational attainment,rs2054805,9e-15,0,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,OTUD6B,12.0,0.6063938052470381,True,0.1287022144768258,0.7266341742942118,0.8540835,0.2809151498112135,0.0,0.6063938052470381,0.0,0.023166398605828645,0.050864392200594834,0.18789837,0.06180133295846697,0.0,0.07883119468211496,0.0,0.4025616884470054
87,HAR_1446,HARsv2_1375,chr2,58363968,58364317,349,3.2503971760176134,8.902999877929688,FANCL,122643,definitive,5,1,nearest_tss,,,,Depressive symptoms,rs17049478,2e-08,10056,depressive symptom measurement,Multivariate genome-wide analyses of the well-being spectrum.,30643256,False,,FANCL,8.0,0.5347702992381207,False,0.40804859639380897,0.657489699561437,0.8773569999999999,0.09204272619583798,0.0,0.5347702992381207,0.0,0.07344874735088561,0.04602427896930059,0.19301854,0.020249399763084354,0.0,0.0695201389009557,0.0,0.40226110498422624
88,HAR_1062,HARsv2_1006,chr16,54226449,54226948,499,4.367901470755878,8.902999877929688,FTO,522487,limited,2,1,nearest_tss,,,,Personality traits or cognitive traits (multivariate analysis),rs559855534,2e-08,8744,"neuroticism measurement, cognitive function measurement",Multivariate genetic analysis of personality and cognitive traits reveals abundant pleiotropy.,37365406,True,AG80295,FTO,13.0,0.6330592800107839,True,0.6135647644906417,0.7303443589178512,0.1432539,0.10012356511238904,0.8,0.6330592800107839,0.0,0.1104416576083155,0.05112410512424959,0.031515858,0.02202718432472559,0.10400000000000001,0.08229770640140191,0.0,0.40140651145869255
89,HAR_1555,HARsv2_1477,chr2,145028271,145028844,573,4.235033212678778,8.902999877929688,ZEB2,508152,definitive,5,1,nearest_tss,,,,Educational attainment (MTAG),rs7575637,4e-15,9841,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,ZEB2,13.0,0.7323008522083948,True,0.5891294442952038,0.7585366802825129,0.49184799999999995,0.17460669807316756,0.0,0.7323008522083948,0.0,0.10604329997313668,0.0530975676197759,0.10820656,0.03841347357609686,0.0,0.09519911078709133,0.0,0.40096001195610076
90,HAR_1172,HARsv2_1111,chr17,44138032,44138627,595,1.3210405981193012,7.943999767303467,ATXN7L3,60743,moderate,3,1,plac_linked,ATXN7L3,nearest_distal,False,Bipolar disorder,rs112114764,2e-08,14359,bipolar disorder,Genome-wide association study identifies 30 loci associated with bipolar disorder.,31043756,True,AG80295,ATXN7L3,17.0,0.6366875627023925,True,0.05322761481096085,0.7662191832581539,0.6196285,0.06553979185291166,0.8,0.6366875627023925,0.0,0.009580970665972952,0.053635342828070774,0.13631827000000002,0.014418754207640565,0.10400000000000001,0.08276938315131102,0.0,0.4007227208529953
91,HAR_2029,HARsv2_1926,chr3,137269688,137270175,487,4.723431584368238,8.890999794006348,STAG1,517310,definitive,5,1,nearest_tss,,,,Educational attainment,rs1039617,1e-13,3201,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,STAG1,8.0,0.5511579566552283,False,0.6789490202261037,0.7253823175071941,0.48268999999999995,0.22670960000000004,0.0,0.5511579566552283,0.0,0.12221082364069866,0.05077676222550359,0.10619179999999999,0.04987611200000001,0.0,0.07165053436517968,0.0,0.4007060322313819
92,HAR_3091,HARsv2_2948,chr9,14325360,14325645,285,3.1792217919947072,8.868000030517578,NFIB,11219,strong,4,1,plac_linked,NFIB,nearest_distal,False,Educational attainment (MTAG),rs10961468,4e-08,22631,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,NFIB,12.0,0.6396144815778911,True,0.3949589892611275,0.6162410274788926,0.8915857500000001,0.01402057590443524,0.0,0.6396144815778911,0.0,0.07109261806700294,0.04313687192352249,0.196148865,0.003084526698975753,0.0,0.08314988260512585,0.0,0.39661276429462705
93,HAR_3213,HARsv2_3063,chr9,123996022,123996382,360,4.973224185650645,8.902999877929688,LHX2,15386,moderate,3,1,plac_linked,LHX2,nearest_distal,False,Educational attainment,rs7873029,7e-09,17463,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,LHX2,9.0,0.4977158884303108,False,0.7248874729696111,0.6638105056107901,0.642307,0.04917079685793003,0.0,0.4977158884303108,0.0,0.13047974513452998,0.046466735392755316,0.14130753999999998,0.010817575308744606,0.0,0.0647030654959404,0.0,0.39377466133197025
94,HAR_3093,HARsv2_2950,chr9,14789365,14789440,75,2.5465010459750306,7.136000156402588,FREM1,120989,definitive,5,1,nearest_tss,,,,Educational attainment,rs13296345,1e-15,1911,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,FREM1,35.0,0.49176634211081366,False,0.2785976080927543,0.34554285798115747,0.879011,0.277068,0.0,0.49176634211081366,0.0,0.050147569456695774,0.024188000058681026,0.19338242,0.060954959999999996,0.0,0.06392962447440578,0.0,0.3926025739897826
95,HAR_2090,HARsv2_1983,chr3,184351502,184351820,318,2.4022516061145645,8.87600040435791,ALG3,102531,definitive,5,1,nearest_tss,,,,General cognitive ability,rs73189617,2e-09,164,intelligence,"Study of 300,486 individuals identifies 148 independent genetic loci influencing general cognitive function.",29844566,False,,ALG3,9.0,0.5015775693319467,False,0.2520692159694999,0.6385461468971989,0.897469,0.1728380952221515,0.0,0.5015775693319467,0.0,0.045372458874509976,0.044698230282803925,0.19744318,0.03802438094887333,0.0,0.06520508401315309,0.0,0.39074333411934037
96,HAR_479,HARsv2_0452,chr11,124746884,124747294,410,2.074183492988904,8.840999603271484,ESAM,14997,moderate,3,1,plac_linked,ESAM,nearest_distal,False,Irritable bowel syndrome or schizophrenia (pleiotropy),rs11604175,1e-08,2218,"schizophrenia, irritable bowel syndrome",Role of the Gut-Brain Axis in the Shared Genetic Etiology Between Gastrointestinal Tract Diseases and Psychiatric Disorders: A Genome-Wide Pleiotropic Analysis.,36753304,True,AG80295,ESAM,35.0,0.2280717702522534,False,0.19173539729712025,0.6903062294111546,0.6425015,0.1458048,0.8,0.2280717702522534,0.0,0.034512371513481646,0.04832143605878083,0.14135033,0.032077056,0.10400000000000001,0.02964933013279294,0.0,0.3899105237050554
97,HAR_500,HARsv2_0473;ZOOHAR.134,chr11,133663876,133664032,156,2.2612719226566735,8.902999877929688,JAM3,404966,strong,4,1,nearest_tss,,,,Educational attainment,rs10791303,5e-16,1772,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,True,AG80295,JAM3,8.0,0.3622994564038714,False,0.22614215290567857,0.4937365127336543,0.44627550000000005,0.28432985979142633,0.8,0.3622994564038714,0.0,0.04070558752302214,0.0345615558913558,0.09818061000000002,0.0625525691541138,0.10400000000000001,0.047098929332503287,0.0,0.38709925190099503
98,HAR_2026,ZOOHAR.110,chr3,133077538,133077637,99,3.8173025247955774,8.836000442504883,BFSP2,322419,definitive,5,1,nearest_tss,,,,Educational attainment,rs9849462,8e-10,3463,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,BFSP2,35.0,0.6384624630758915,False,0.5123061061886448,0.4015995091371328,0.677581,0.1567361207601236,0.0,0.6384624630758915,0.0,0.09221509911395606,0.0281119656395993,0.14906782,0.034481946567227195,0.0,0.0830001201998659,0.0,0.38687695152064844
99,HAR_2119,HARsv2_2011,chr4,17069136,17069300,164,2.1231500585930934,8.89900016784668,QDPR,442935,definitive,5,1,nearest_tss,,,,Educational attainment,rs1581168,2e-18,17680,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,True,AG80295,QDPR,26.0,0.5062958973863273,False,0.2007406610578221,0.5038881998202709,0.5570649999999999,0.1036451683453917,0.8,0.5062958973863273,0.0,0.036133318990407975,0.03527217398741896,0.12255429999999998,0.022801937035986174,0.10400000000000001,0.06581846666022255,0.0,0.3865801966740357
100,HAR_2406,HARsv2_2288,chr5,93077912,93078281,369,3.251554611366597,8.899999618530273,NR2F1,504941,definitive,5,1,plac_linked,NR2F1,distal,True,Intelligence,rs67020389,2e-09,3050,intelligence,A General Cognitive Ability Factor for the UK Biobank.,36378351,False,,NR2F1,9.0,0.4849917212606185,False,0.40826145613749226,0.668840434019156,0.645059,0.1527539132761405,0.2,0.4849917212606185,0.0,0.0734870621047486,0.04681883038134093,0.14191298000000002,0.03360586092075091,0.026000000000000002,0.06304892376388041,0.0,0.38487365717072086
101,HAR_1003,HARsv2_0948,chr15,96378666,96378910,244,1.7709241796252584,8.425999641418457,NR2F2,47035,definitive,5,1,nearest_tss,,,,Educational attainment (MTAG),rs4984541,1e-18,10756,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,NR2F2,8.0,0.4846325463187138,False,0.1359640751504162,0.5846350402050229,0.952965,0.2051136,0.0,0.4846325463187138,0.0,0.024473533527074914,0.04092445281435161,0.20965229999999999,0.045124992,0.0,0.06300223102143279,0.0,0.3831775093628592
102,HAR_1685,HARsv2_1600,chr2,219424284,219424591,307,2.4763521491213534,8.902999877929688,SPEG,23236,definitive,5,1,plac_linked,GMPPA,nearest_distal,False,Educational attainment (years of education),rs57016874,2e-08,20800,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,GMPPA,37.0,0.5003105937183812,False,0.2656967784982118,0.6313783707619169,1.0,0.02586853921456903,0.0,0.5003105937183812,0.0,0.04782542012967813,0.04419648595333419,0.22,0.005691078627205187,0.0,0.06504037718338955,0.0,0.3827533618936071
103,HAR_1596,HARsv2_1513,chr2,165494205,165494305,100,3.03210885440602,8.788999557495117,SCN2A,254792,definitive,5,2,nearest_tss,,,,Educational attainment (confirmatory factor analysis Factor 10),rs1514752,8e-12,10881,educational attainment,Principled distillation of UK Biobank phenotype data reveals underlying structure in human variation.,38965376,False,,SCN2A,21.0,0.7421688153506443,True,0.3679039816400814,0.403631970281686,0.745208,0.12534181797892857,0.0,0.7421688153506443,0.0,0.06622271669521465,0.028254237919718022,0.16394576,0.027575199955364286,0.0,0.09648194599558375,0.0,0.3824798605658807
104,HAR_2567,HARsv2_2441,chr6,40521381,40521591,210,3.8780902809121693,8.902999877929688,MOCS1,586919,definitive,5,1,nearest_tss,,,,Educational attainment,rs9471365,6e-13,14065,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,True,AG80295,MOCS1,25.0,0.22892194029874482,False,0.5234853622891439,0.5541184818999658,0.41308100000000003,0.10691673286164388,0.8,0.22892194029874482,0.0,0.0942273652120459,0.03878829373299761,0.09087782000000001,0.023521681229561654,0.10400000000000001,0.02975985223883683,0.0,0.381175012413442
105,HAR_1890,HARsv2_1793,chr3,50787556,50788016,460,4.281569121865665,8.902999877929688,DOCK3,112630,moderate,3,1,nearest_tss,,,,Educational attainment,rs187263396,7e-12,6477,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,DOCK3,21.0,0.6792780849195913,True,0.5976876948361838,0.7137563394203006,0.443685,0.16529779920385274,0.0,0.6792780849195913,0.0,0.10758378507051308,0.04996294375942104,0.0976107,0.0363655158248476,0.0,0.08830615103954687,0.0,0.37982909569432854
106,HAR_11,HARsv2_0010,chr1,11447876,11448007,131,3.1052422542769005,8.89900016784668,MTOR,185325,definitive,5,1,nearest_tss,,,,Educational attainment,rs12142570,1e-12,12146,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,MTOR,9.0,0.5569463623519431,False,0.3813536803769234,0.45830875081538136,0.814675,0.12339839999999998,0.0,0.5569463623519431,0.0,0.06864366246784621,0.0320816125570767,0.1792285,0.027147647999999996,0.0,0.0724030271057526,0.0,0.3795044501306755
107,HAR_2849,HARsv2_2715,chr7,127535966,127536116,150,4.894005471023859,8.902999877929688,RBM28,807793,limited,2,1,nearest_tss,,,,General cognitive ability,rs11764631,2e-08,3324,intelligence,"Study of 300,486 individuals identifies 148 independent genetic loci influencing general cognitive function.",29844566,True,AG80295,RBM28,9.0,0.5450450610116369,False,0.7103186460323806,0.48577729829418964,0.0576621,0.13350629905119005,0.8,0.5450450610116369,0.0,0.1278573562858285,0.03400441088059328,0.012685662,0.02937138579126181,0.10400000000000001,0.07085585793151279,0.0,0.37877467288919636
108,HAR_1495,HARsv2_1420,chr2,105262724,105263064,340,1.088555275816406,8.062000274658203,POU3F3,408610,definitive,5,1,nearest_tss,,,,Educational attainment,rs57463591,6e-09,9557,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,True,AG80295,POU3F3,9.0,0.5682332536308596,False,0.010472081070807519,0.6521685710502857,0.5913900000000001,0.10157600819226031,0.8,0.5682332536308596,0.0,0.0018849745927453534,0.04565179997352,0.13010580000000002,0.02234672180229727,0.10400000000000001,0.07387032297201175,0.0,0.3778596193405744
109,HAR_1094,HARsv2_1036,chr16,72167405,72167559,154,2.3079486916864798,8.869999885559082,DHODH,158662,definitive,5,1,nearest_tss,,,,Educational attainment,rs217176,1e-14,1735,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,DHODH,8.0,0.45118404530150413,False,0.2347263084702829,0.4911177504570016,0.841338,0.260568,0.0,0.45118404530150413,0.0,0.04225073552465092,0.034378242531990115,0.18509436,0.05732496000000001,0.0,0.05865392588919554,0.0,0.3777022239458366
110,HAR_2259,HARsv2_2147,chr4,146855974,146856100,126,2.124379588998889,8.819999694824219,SLC10A7,334034,definitive,5,1,plac_linked,SLC10A7,distal,True,Educational attainment,rs1876765,2e-11,4707,educational attainment,Genetic Risk for Smoking: Disentangling Interplay Between Genes and Socioeconomic Status.,34855049,False,,SLC10A7,9.0,0.5072543013004345,False,0.20096677954233033,0.4504212589127363,0.8159660000000001,0.17369135863839266,0.2,0.5072543013004345,0.0,0.03617402031761946,0.031529488123891544,0.17951252,0.038212098900446384,0.026000000000000002,0.06594305916905649,0.0,0.377371186511014
111,HAR_2801,HARsv2_2669,chr7,70183033,70183191,158,5.220180037122827,8.89900016784668,AUTS2,584559,definitive,5,1,nearest_tss,,,,Educational attainment (MTAG),rs73171706,4e-09,9154,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,AUTS2,12.0,0.6802702645421422,True,0.7703042293280646,0.4963221252297783,0.41544099999999995,0.10645900590193368,0.0,0.6802702645421422,0.0,0.13865476127905163,0.034742548766084486,0.09139702,0.02342098129842541,0.0,0.0884351343904785,0.0,0.37665044573404
112,HAR_1019,HARsv2_0964,chr16,6446983,6447230,247,2.1861712552729493,8.890000343322754,RBFOX1,50228,limited,2,1,nearest_tss,,,,Cognitive decline rate in late mild cognitive impairment,rs75638798,5e-09,6794,cognitive decline measurement,Variations in the FRA10AC1 Fragile Site and 15q21 Are Associated with Cerebrospinal Fluid Aβ1-42 Level.,26252872,True,AG80295,RBFOX1,12.0,0.7866334330472925,True,0.2123306611244924,0.5871210018400266,0.28493159999999995,0.12090284168084676,0.8,0.7866334330472925,0.0,0.03821951900240863,0.04109847012880186,0.06268495199999999,0.02659862516978629,0.10400000000000001,0.10226234629614803,0.0,0.3748639125971448
113,HAR_2230,HARsv2_2118,chr4,112513689,112513825,136,3.464224366580739,8.746000289916992,LARP7,123474,definitive,5,1,nearest_tss,,,,Intelligence,rs35535929,5e-09,23490,intelligence,A General Cognitive Ability Factor for the UK Biobank.,36378351,False,,LARP7,8.0,0.47100419008155686,False,0.447372780691228,0.46590295854547165,0.876526,0.010027644234762092,0.0,0.47100419008155686,0.0,0.08052710052442104,0.032613207098183015,0.19283572000000002,0.0022060817316476604,0.0,0.061230544710602394,0.0,0.36941265406485413
114,HAR_2829,HARsv2_2696,chr7,114345587,114345780,193,2.621594241536706,8.746999740600586,FOXP2,69035,strong,4,1,nearest_tss,,,,Educational attainment,rs1916976,2e-12,3735,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,FOXP2,9.0,0.6213620887374015,False,0.29240772575820473,0.5369605917095105,0.69822375,0.19902287771376437,0.0,0.6213620887374015,0.0,0.05263339063647685,0.03758724141966574,0.15360922500000002,0.043785033097028164,0.0,0.0807770715358622,0.0,0.368391961689033
115,HAR_1486,HARsv2_1411,chr2,100041549,100041740,191,2.627521062580152,8.902999877929688,AFF3,82347,strong,4,2,nearest_tss,,,,Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy),rs35300735,4e-09,9628,"attention deficit-hyperactivity disorder, intelligence, autism spectrum disorder","Genetic Relationships between Attention-Deficit/Hyperactivity Disorder, Autism Spectrum Disorder, and Intelligence.",35764056,False,,AFF3,12.0,0.7988263440648333,True,0.2934977059538781,0.5348438819930368,0.68823975,0.10327450705064525,0.0,0.7988263440648333,0.0,0.052829587071698055,0.03743907173951258,0.15141274500000002,0.022720391551141954,0.0,0.10384742472842834,0.0,0.3682492200907809
116,HAR_3041,HARsv2_2901,chr8,144468317,144468747,430,2.608782091936563,8.765999794006348,TONSL,23877,strong,4,1,plac_linked,TONSL,nearest_distal,False,Age when finished full-time education (standard GWA),rs112422823,4e-08,1785,self reported educational attainment,Participation bias in the UK Biobank distorts genetic associations and downstream analyses.,37106081,False,,TONSL,9.0,0.3278908645824352,False,0.29005148972107925,0.7000116492495114,0.88209225,0.1373945418410571,0.0,0.3278908645824352,0.0,0.05220926814979426,0.049000815447465804,0.194060295,0.030226799205032562,0.0,0.04262581239571658,0.0,0.3681229901980092
117,HAR_254,HARsv2_0239,chr10,11035697,11036086,389,2.289372605814545,8.902999877929688,CELF2,30386,strong,4,1,nearest_tss,,,,Educational attainment,rs72772094,4e-08,3769,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,CELF2,16.0,0.7005345578376773,True,0.23131004778599448,0.6795934777512919,0.7272105,0.12565253145929284,0.0,0.7005345578376773,0.0,0.041635808601479,0.04757154344259044,0.15998631,0.027643556921044424,0.0,0.09106949251889805,0.0,0.36790671148401194
118,HAR_2063,HARsv2_1959,chr3,169364198,169365041,843,5.004468310013227,8.899999618530273,MECOM,216727,strong,4,1,nearest_tss,,,,Mean arterial pressure x depressive symptoms interaction (2df test),rs223103,5e-13,17615,"mean arterial pressure, major depressive disorder",Multi-Ancestry Genome-wide Association Study Accounting for Gene-Psychosocial Factor Interactions Identifies Novel Loci for Blood Pressure Traits.,34734193,False,,MECOM,37.0,0.24595871826043805,False,0.7306334667387381,0.8372838826757949,0.58745475,0.0726744852143828,0.0,0.24595871826043805,0.0,0.13151402401297285,0.058609871787305645,0.129240045,0.015988386747164216,0.0,0.03197463337385695,0.0,0.3673269609212997
119,HAR_961,HARsv2_0907,chr15,66237793,66238015,222,2.38451068415235,8.73799991607666,MAP2K1,148897,definitive,5,1,nearest_tss,,,,Major depressive disorder (MTAG),rs4776768,4e-08,195,major depressive disorder,Integrative analysis of genome-wide association studies identifies novel loci associated with neuropsychiatric disorders.,33479212,False,,MAP2K1,37.0,0.4868266435135311,False,0.24880654725552132,0.5654168820863954,0.8511029999999999,0.14680472153208793,0.0,0.4868266435135311,0.0,0.04478517850599383,0.03957918174604768,0.18724265999999998,0.032297038737059344,0.0,0.06328746365675905,0.0,0.36719152264585986
120,HAR_2034,HARsv2_1931,chr3,139774703,139775001,298,1.6696193091162475,8.553000450134277,COPB2,385040,strong,4,2,nearest_tss,,,,Externalizing behaviour (multivariate analysis),rs6772801,4e-08,2629,"social inhibition quality, attention deficit-hyperactivity disorder, substance abuse",Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.,34446935,True,AG80295,COPB2,8.0,0.5177681046703613,False,0.1173334632641021,0.6253207738275642,0.46121999999999996,0.13239945274720172,0.8,0.5177681046703613,0.0,0.021120023387538378,0.0437724541679295,0.10146839999999999,0.029127879604384378,0.10400000000000001,0.06730985360714697,0.0,0.3667986107669992
121,HAR_2557,HARsv2_2431,chr6,33724263,33724553,290,1.50835973824739,8.875,LEMD2,64578,moderate,3,1,nearest_tss,,,,Educational attainment,rs76631016,5e-10,6132,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,True,AG80295,LEMD2,35.0,0.5151423188509412,False,0.08767679954481909,0.6197811621872792,0.467711,0.1403934671665504,0.8,0.5151423188509412,0.0,0.015781823918067435,0.04338468135310955,0.10289642,0.03088656277664109,0.10400000000000001,0.06696850145062236,0.0,0.36391798949844045
122,HAR_1309,HARsv2_1244;ZOOHAR.207,chr18,56059178,56059469,291,3.4466504520518817,8.902999877929688,TCF4,470986,definitive,5,1,nearest_tss,,,,Educational attainment,rs7240100,1e-11,2846,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,TCF4,9.0,0.6200345922109919,False,0.44414082570954455,0.6204818855493601,0.529014,0.19495520000000002,0.0,0.6200345922109919,0.0,0.07994534862771802,0.04343373198845521,0.11638308,0.042890144000000005,0.0,0.08060449698742894,0.0,0.3632568016036022
123,HAR_3090,HARsv2_2947,chr9,14292866,14292967,101,3.1467804728237505,8.902999877929688,NFIB,21175,strong,4,1,nearest_tss,,,,Educational attainment (MTAG),rs10961468,4e-08,9763,self reported educational attainment,Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.,30038396,False,,NFIB,12.0,0.6396144815778911,True,0.38899282373011906,0.4056444068529448,0.73411875,0.09017792952970868,0.0,0.6396144815778911,0.0,0.07001870827142143,0.028395108479706138,0.161506125,0.01983914449653591,0.0,0.08314988260512585,0.0,0.3629089688527893
124,HAR_1886,HARsv2_1790,chr3,39094949,39095379,430,1.7156553460211175,8.588000297546387,SCN11A,43005,definitive,5,2,plac_linked,SCN11A,nearest_distal,False,Educational attainment (years of education),rs7629643,3e-08,8317,self reported educational attainment,Leveraging Polygenic Functional Enrichment to Improve GWAS Power.,30595370,False,,SCN11A,25.0,0.3718746113499064,False,0.12579978410385262,0.7000116492495114,1.0,0.10040334888600949,0.0,0.3718746113499064,0.0,0.02264396113869347,0.049000815447465804,0.22,0.022088736754922088,0.0,0.048343699475487834,0.0,0.3620772128165692
125,HAR_3241,HARsv2_3091,chrX,29257581,29258038,457,1.8447138736846136,7.673999786376953,IL1RAPL1,670136,definitive,5,1,nearest_tss,,,,Schizophrenia,rs5943630,2e-09,58,schizophrenia,Comparative genetic architectures of schizophrenia in East Asian and European populations.,31740837,True,AG80295,IL1RAPL1,9.0,0.5404398314604497,False,0.14953447057486347,0.7124227503977152,0.32986400000000005,0.1735757678785192,0.8,0.5404398314604497,0.0,0.026916204703475423,0.04986959252784007,0.07257008000000001,0.03818666893327422,0.10400000000000001,0.07025717808985847,0.0,0.36179972425444823
126,HAR_527,HARsv2_0499,chr12,24239418,24239726,308,2.275508264260405,8.902999877929688,SOX5,289067,strong,4,1,plac_linked,SOX5,distal,False,Educational attainment,rs10842296,1e-09,2613,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,SOX5,12.0,0.6958320159404583,True,0.22876030693684643,0.6320404804493639,0.6831997500000001,0.1611864,0.0,0.6958320159404583,0.0,0.041176855248632356,0.044242833631455473,0.15030394500000002,0.035461008,0.0,0.09045816207225958,0.0,0.36164280395234744
127,HAR_285,HARsv2_0268,chr10,68253555,68253811,256,3.580724737223457,8.902999877929688,ATOH7,21442,strong,4,1,nearest_tss,,,,Educational attainment,rs10762199,4e-13,16897,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,ATOH7,35.0,0.43315005328402195,False,0.468797941980617,0.5944023507665166,0.7339185,0.0803684063122156,0.0,0.43315005328402195,0.0,0.08438362955651105,0.041608164553656166,0.16146207,0.017681049388687434,0.0,0.05630950692692285,0.0,0.3614444204257775
128,HAR_253,HARsv2_0238,chr10,10844895,10845180,285,2.126968363318035,8.899999618530273,CELF2,160132,strong,4,1,nearest_tss,,,,Educational attainment,rs7073711,1e-13,2626,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,CELF2,16.0,0.7005345578376773,True,0.20144287165279776,0.6162410274788926,0.629901,0.2326896,0.0,0.7005345578376773,0.0,0.0362597168975036,0.04313687192352249,0.13857822,0.051191712,0.0,0.09106949251889805,0.0,0.36023601333992417
129,HAR_1447,HARsv2_1376,chr2,58951920,58952754,834,4.779587296205946,8.902999877929688,FANCL,710595,definitive,5,1,nearest_tss,,,,Educational attainment,rs1079815,1e-18,11150,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,False,,FANCL,8.0,0.5347702992381207,False,0.689276413837006,0.8350940511748971,0.289405,0.19944,0.0,0.5347702992381207,0.0,0.12406975449066107,0.0584565835822428,0.0636691,0.0438768,0.0,0.0695201389009557,0.0,0.3595923769738596
130,HAR_1376,HARsv2_1308,chr2,6564301,6564678,377,2.9309943776957272,8.720000267028809,SOX11,871918,definitive,5,1,nearest_tss,,,,Educational attainment,rs10186870,2e-08,7741,educational attainment,Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.,35361970,True,AG80295,SOX11,13.0,0.7229948617559844,True,0.34930838438782835,0.6732098125970496,0.12808200000000003,0.10630121864386827,0.8,0.7229948617559844,0.0,0.0628755091898091,0.04712468688179348,0.028178040000000005,0.02338626810165102,0.10400000000000001,0.09398933202827797,0.0,0.3595538362015316
